Name,summary,Wikipedia Page
Meredith Willson,"Robert Reiniger Meredith Willson (May 18, 1902 – June 15, 1984) was an American flutist, composer, conductor, musical arranger, bandleader, playwright, and writer. He is perhaps best known for writing the book, music, and lyrics for the 1957 hit Broadway musical The Music Man and ""It's Beginning to Look a Lot Like Christmas"" (1951). Willson wrote three other musicals, two of which appeared on Broadway, and composed symphonies and popular songs. He was twice nominated for Academy Awards for film scores.",https://en.wikipedia.org/wiki/Meredith_Willson
Frank Robinson,"Frank Robinson (August 31, 1935 – February 7, 2019) was an American professional baseball outfielder and manager in Major League Baseball (MLB) who played for five teams over 21 seasons: the Cincinnati Reds (1956–1965), Baltimore Orioles (1966–1971), Los Angeles Dodgers (1972), California Angels (1973–1974), and Cleveland Indians (1974–1976). In 1975, Robinson became the first Black manager in big-league history, as the player-manager of the Indians.The only player to be named Most Valuable Player (MVP) of both the National League (NL) and the American League (AL), Robinson was named the NL MVP after leading the Cincinnati Reds to the pennant in 1961 and was named the AL MVP in 1966 with the Baltimore Orioles after winning the Triple Crown; Robinson's 49 home runs (HR) that year tied for the most by any AL player between 1962 and 1989, and stood as a franchise record for 30 years. He helped lead the Orioles to the first two World Series titles in franchise history in 1966 and 1970, and was named the Series MVP in 1966 after leading the Orioles to a four-game sweep of the Los Angeles Dodgers.
A 14-time All-Star, Robinson batted .300 nine times, hit 30 home runs 11 times, and led his league in slugging four times and in runs scored three times. His 586 career home runs ranked fourth in major league history at the time of his retirement, and he ranked sixth in total bases (5,373) and extra-base hits (1,186), eighth in games played (2,808), and ninth in runs scored (1,829). His 2,943 career hits are the most since 1934 by any player who fell short of the 3,000-hit mark. He was elected to the Baseball Hall of Fame in his first year of eligibility in 1982.After managing the Indians, Robinson went on to manage the San Francisco Giants, Baltimore Orioles, and Montreal Expos / Washington Nationals. For most of the last two decades of his life, Robinson served in various executive positions for Major League Baseball concluding his career as honorary president of the American League.",https://en.wikipedia.org/wiki/Frank_Robinson
Stan Musial,"Stanley Frank Musial (; born Stanislaw Franciszek Musial; November 21, 1920 – January 19, 2013), nicknamed ""Stan the Man"", was an American baseball outfielder and first baseman. Widely considered to be one of the greatest and most consistent hitters in baseball history, Musial spent 22 seasons in Major League Baseball (MLB), playing for the St. Louis Cardinals, from 1941 to 1944 and from 1946 to 1963, before becoming a first-ballot inductee into the Baseball Hall of Fame in 1969. He batted .331 over the course of his career and set National League (NL) records for career hits (3,630), runs batted in (1,951), games played (3,026), at bats (10,972), runs scored (1,949) and doubles (725). His 475 career home runs then ranked second in NL history behind Mel Ott's total of 511. A seven-time batting champion, he was named the National League's (NL) Most Valuable Player (MVP) three times and was a member of three World Series championship teams. He also shares the major league record for the most All-Star Games played (24) with Hank Aaron and Willie Mays.Musial was born in Donora, Pennsylvania, where he frequently played baseball informally or in organized settings, and eventually played on the baseball team at Donora High School. Signed to a professional contract by the St. Louis Cardinals as a pitcher in 1938, Musial was converted into an outfielder and made his major league debut in 1941. Noted for his unique batting stance, he quickly established himself as a consistent and productive hitter. In his first full season, 1942, the Cardinals won the World Series. The following year, he led the NL in six different offensive categories and earned his first MVP award. He was also named to the NL All-Star squad for the first time; he appeared in every All-Star game in every subsequent season he played.
Musial won his second World Series championship in 1944, then missed the 1945 season while serving in the Navy. After completing his military service, Musial returned to baseball in 1946 and resumed his consistent hitting. That year he earned his second MVP award and third World Series title. His third MVP award came in 1948, when he finished one home run short of winning baseball's Triple Crown. After struggling offensively in 1959, Musial used a personal trainer to help maintain his productivity until he decided to retire in 1963. At the time of his retirement, he held or shared 17 major league records, 29 National League records, and nine All-Star Game records.
In addition to overseeing personal businesses, including a restaurant, both during and after his playing career, Musial served as the Cardinals' general manager in 1967, winning the pennant and World Series, then resigning that position. Musial was selected for the Major League Baseball All-Century Team in 1999. In February 2011, President Barack Obama presented Musial with the Presidential Medal of Freedom, the highest civilian award that can be bestowed on a person by the United States government.",https://en.wikipedia.org/wiki/Stan_Musial
Howard Baker,"Howard Henry Baker Jr. (November 15, 1925 –  June 26, 2014) was an American politician, diplomat and photographer who served as a United States Senator from Tennessee from 1967 to 1985. During his tenure, he rose to the rank of Senate Minority Leader and then Senate Majority Leader. A member of the Republican Party, Baker was the first Republican to be elected to the US Senate in Tennessee since the Reconstruction era.
Known in Washington, D.C., as the ""Great Conciliator"", Baker was often regarded as one of the most successful senators in terms of brokering compromises, enacting legislation, and maintaining civility. For example, he had a lead role in the fashioning and passing of the Clean Air Act of 1970 with Democratic senator Edmund Muskie. A moderate conservative, he was also respected by his Democratic colleagues.Baker sought the Republican presidential nomination in 1980 but dropped out after the first set of primaries. From 1987 to 1988, he served as White House Chief of Staff for President Ronald Reagan. From 2001 to 2005, he was the United States Ambassador to Japan.",https://en.wikipedia.org/wiki/Howard_Baker
Terence Cooke,"Terence James Cooke (March 1, 1921 – October 6, 1983) was an American cardinal of the Roman Catholic Church. He served as Archbishop of New York from 1968 until his death, quietly battling leukemia throughout his tenure. He was named a cardinal in 1969.  Cooke previously served as an auxiliary bishop of the Archdiocese of New York from 1965 to 1967.
Nine years after his death, Cooke was designated a Servant of God, the first step in the process that may lead to beatification and then canonization as a saint.",https://en.wikipedia.org/wiki/Terence_Cooke
Michael Schwerner,"Michael Henry Schwerner (November 6, 1939 – June 21, 1964) was an American civil rights activist. He was one of three Congress of Racial Equality (CORE) field workers killed in rural Neshoba County, Mississippi, by members of the Ku Klux Klan. Schwerner and two co-workers, James Chaney and Andrew Goodman, were killed in response to their civil rights work, which included promoting voting registration among African Americans, most of whom had been disenfranchised in the state since 1890.",https://en.wikipedia.org/wiki/Michael_Schwerner
John Hope Franklin,"John Hope Franklin (January 2, 1915 – March 25, 2009) was an American historian of the United States and former president of Phi Beta Kappa, the Organization of American Historians, the American Historical Association, and the Southern Historical Association. Franklin is best known for his work From Slavery to Freedom, first published in 1947, and continually updated. More than three million copies have been sold. In 1995, he was awarded the Presidential Medal of Freedom, the nation's highest civilian honor.
Born in Oklahoma, Franklin attended Fisk University and then Harvard University, receiving his doctorate in 1941.  He was a professor at Howard University, and in 1956 was named to head the history department at Brooklyn College, part of the City University of New York.  Recruited to the University of Chicago in 1964, he eventually led the history department and was appointed to a named chair.  He then moved to Duke University in 1983, as an appointee to a named chair in history.",https://en.wikipedia.org/wiki/John_Hope_Franklin
Eugene R. Black Sr.,"Eugene Robert Black Sr. (May 1, 1898 – February 20, 1992) was an American banker who was president of the World Bank Group from 1949 to 1962. 
He was the eldest son of Eugene Robert Black I, who served as the sixth chairman of the Federal Reserve from 1933 to 1934, during the height of the Great Depression. However, his father did not use the ""Sr."" suffix; Gene's son (the third in line) became Eugene Robert Black Jr.",https://en.wikipedia.org/wiki/Eugene_R._Black_Sr.
Jared Diamond,"Jared Mason Diamond (born September 10, 1937) is an American scientist, historian, and author best known for his popular science and history books and articles. Originally trained in biochemistry and physiology, Diamond is commonly referred to as a polymath, stemming from his knowledge in many fields including anthropology, ecology, geography, and evolutionary biology. He is a professor of geography at UCLA.In 2005, Diamond was ranked ninth on a poll by Prospect and Foreign Policy of the world's top 100 public intellectuals.",https://en.wikipedia.org/wiki/Jared_Diamond
Angela Lansbury,"Dame Angela Brigid Lansbury  (October 16, 1925 – October 11, 2022) was a British and American  actress and singer. In a career spanning 80 years, she played various roles across film, stage, and television. Although based for much of her life in the United States, her work attracted international attention.
Lansbury was born to an upper-middle-class family in Central London, the daughter of Irish actress Moyna Macgill from Belfast and English politician Edgar Lansbury. To escape the Blitz, she moved to the United States in 1940, studying acting in New York City. Proceeding to Hollywood in 1942, she signed to MGM and obtained her first film roles, in Gaslight (1944), National Velvet (1944), and The Picture of Dorian Gray (1945). She appeared in 11 further MGM films, mostly in minor roles, and after her contract ended in 1952, she began to supplement her cinematic work with theatrical appearances. Lansbury was largely seen as a B-list star during this period, but her role in The Manchurian Candidate (1962) received widespread acclaim and is frequently ranked as one of her best performances. Moving into musical theatre, Lansbury gained stardom for playing the leading role in the Broadway musical Mame (1966), winning her first Tony Award and becoming a gay icon.
Amid difficulties in her personal life, Lansbury moved from California to Ireland's County Cork in 1970. She continued to make theatrical and cinematic appearances throughout that decade, including leading roles in the stage musicals Gypsy, Sweeney Todd, and The King and I, as well as in the Disney film Bedknobs and Broomsticks (1971). Moving into television in 1984, she achieved worldwide fame as the sleuth Jessica Fletcher in the American whodunit series Murder, She Wrote, which ran for twelve seasons until 1996, becoming one of the longest-running and most popular detective drama series in television history. Through Corymore Productions, a company that she co-owned with her husband Peter Shaw, Lansbury assumed ownership of the series and was its executive producer during its final four seasons. She also moved into voice work, contributing to animated films like Beauty and the Beast (1991) and Anastasia (1997). In the 21st century, she toured in several theatrical productions and appeared in family films such as Nanny McPhee (2005) and Mary Poppins Returns (2018).
Among her numerous accolades were six Tony Awards (including a Lifetime Achievement Award), six Golden Globe Awards, a Laurence Olivier Award, and the Academy Honorary Award, in addition to nominations for three Academy Awards, eighteen Primetime Emmy Awards, and a Grammy Award.",https://en.wikipedia.org/wiki/Angela_Lansbury
Omar Bradley,"Omar Nelson Bradley (February 12, 1893 – April 8, 1981) was a senior officer of the United States Army during and after World War II, rising to the rank of General of the Army. He was the first chairman of the Joint Chiefs of Staff and oversaw the U.S. military's policy-making in the Korean War.
Born in Randolph County, Missouri, he worked as a boilermaker before entering the United States Military Academy at West Point. He graduated from the academy in 1915 alongside Dwight D. Eisenhower as part of ""the class the stars fell on."" During World War I, he guarded copper mines in Montana. After the war, he taught at West Point and served in other roles before taking a position at the War Department under General George Marshall. In 1941, he became commander of the United States Army Infantry School.
After the U.S. entrance into World War II, he oversaw the transformation of the 82nd Infantry Division into the first American airborne division. He received his first front-line command in Operation Torch, serving under General George S. Patton in North Africa. After Patton was reassigned, Bradley commanded II Corps in the Tunisia Campaign and the Allied invasion of Sicily. He commanded the First United States Army during the Invasion of Normandy. After the breakout from Normandy, he took command of the Twelfth United States Army Group, which ultimately comprised forty-three divisions and 1.3 million men, the largest body of American soldiers ever to serve under a single field commander.
After the war, Bradley headed the Veterans Administration. He was appointed as Chief of Staff of the United States Army in 1948 and Chairman of the Joint Chiefs of Staff in 1949. In 1950, he was promoted to the rank of General of the Army, becoming the last of the nine individuals promoted to five-star rank in the United States Armed Forces. He was the senior military commander at the start of the Korean War, and supported President Harry S. Truman's wartime policy of containment. He was instrumental in persuading Truman to dismiss General Douglas MacArthur in 1951 after MacArthur resisted administration attempts to scale back the war's strategic objectives. Bradley left active duty in 1953 (although remaining on ""active retirement"" for the next 27 years). He continued to serve in public and business roles until his death in 1981 at age 88.",https://en.wikipedia.org/wiki/Omar_Bradley
George Szell,"George Szell (; June 7, 1897 – July 30, 1970), originally György Széll, György Endre Szél, or Georg Szell, was a Hungarian-born American conductor and composer. Considered one of the twentieth century's greatest conductors, he was music director of the Cleveland Orchestra of Cleveland, Ohio, and recorded much of the standard classical repertoire in Cleveland and with other orchestras.
Szell came to Cleveland in 1946 to take over its respected if undersized orchestra, which was struggling to recover from the disruptions of World War II.  By the time of his death he was credited, to quote the critic Donal Henahan, with having built it into ""what many critics regarded as the world's keenest symphonic instrument.""Through his recordings, Szell has remained a presence in the classical music world long after his death, and his name remains synonymous with that of the Cleveland Orchestra. While on tour with the Orchestra in the late 1980s, then-Music Director Christoph von Dohnányi remarked, ""We give a great concert, and George Szell gets a great review.""",https://en.wikipedia.org/wiki/George_Szell
"Bernard Freyberg, 1st Baron Freyberg","Lieutenant-General Bernard Cyril Freyberg, 1st Baron Freyberg,  (21 March 1889 – 4 July 1963) was a British-born New Zealand soldier and Victoria Cross recipient, who served as the 7th governor-general of New Zealand from 1946 to 1952.
Freyberg served as an officer in the British Army during the First World War. He took part in the beach landings during the Gallipoli campaign and was the youngest general in the British Army during the First World War, later serving on the Western Front, where he was decorated with the Victoria Cross and three Distinguished Service Orders, making him one of the most highly decorated British Empire soldiers of the First World War. He liked to be in the thick of the action: Winston Churchill called him ""the Salamander"" due to his ability to pass through fire unharmed.
During the Second World War, he commanded the New Zealand Expeditionary Force in the Battle of Crete, the North African campaign and the Italian campaign. Freyberg was involved in the Allied defeat in the Battle of Greece, defeated again as the Allied commander in the Battle of Crete and performed successfully in the fighting in North African, commanding the 2nd New Zealand Division, including during the Second Battle of El Alamein and in the subsequent Tunisian campaign.
In Italy, he was defeated again at the Second Battle of Cassino as a corps commander but later relieved Padua and Venice and was one of the first to enter Trieste, where he confronted Josip Broz Tito's Yugoslav Partisans. By the end of the Second World War, Freyberg had spent ten and a half years fighting the Germans.","https://en.wikipedia.org/wiki/Bernard_Freyberg,_1st_Baron_Freyberg"
William Tolbert,"William Richard Tolbert Jr. (13 May 1913 – 12 April 1980) was a Liberian politician who served as the 20th president of Liberia from 1971 until his assassination in 1980.
Tolbert was an Americo-Liberian and trained as a civil servant before entering the House of Representatives in 1943 for the True Whig Party, then the only established party in Liberia. Tolbert was elected the 23rd vice president of Liberia to William Tubman in 1952 and served in that position until he became President following Tubman's death in 1971. Tolbert's early presidency saw liberal reforms and the adoption of a Non-Alignment stance, but growing economic troubles and tensions between Americo-Liberians and indigenous Liberians led to instability.
Tolbert was assassinated in the 1980 coup d'état by the People's Redemption Council led by Samuel Doe, marking the end of 133 years of Americo-Liberian rule in Liberia.",https://en.wikipedia.org/wiki/William_Tolbert
Richard Lugar,"Richard Green Lugar KBE ( LOO-gər; April 4, 1932 – April 28, 2019) was an American politician who served as a United States Senator from Indiana from 1977 to 2013. He was a member of the Republican Party.
Born in Indianapolis, Lugar graduated from Denison University and the University of Oxford. He served on the Indianapolis Board of School Commissioners from 1964 to 1967 before he was elected to two terms as mayor of Indianapolis, serving from 1968 to 1976. During his tenure as mayor, Lugar served as the president of the National League of Cities in 1971 and gave the keynote address at the 1972 Republican National Convention.
In 1974, Lugar ran his first campaign for the U.S. Senate. In the year's senate elections he lost to incumbent Democratic senator Birch Bayh. He ran again in 1976, defeating Democratic incumbent Vance Hartke. Lugar was reelected in 1982, 1988, 1994, 2000, and 2006. In 2012, Lugar was defeated by Indiana State Treasurer Richard Mourdock in the Republican primary, ending his 36-year tenure in the U.S. Senate. Lugar ran for the Republican nomination for President of the United States in the 1996 primaries but lack of success led to his withdrawal early in the campaign.
During Lugar's tenure, he served as Chairman of the Senate Committee on Foreign Relations from 1985 to 1987 and from 2003 to 2007, serving as the ranking member of the committee from 2007 until his departure in 2013. Lugar also twice served as Chairman of the Senate Committee on Agriculture, Nutrition and Forestry, from 1995 to 2001 and briefly again in part of 2001. Much of Lugar's work in the Senate was toward the dismantling of nuclear, biological, and chemical weapons around the world, co-sponsoring his most notable piece of legislation with Georgia Democrat Sam Nunn: the Nunn–Lugar Act.
Following his service in the Senate, Lugar created a nonprofit organization which specializes in the policy areas he pursued while in office.",https://en.wikipedia.org/wiki/Richard_Lugar
Giovanna Melandri,"Giovanna Melandri (born 28 January 1962, in New York City) is an Italian-American politician. She was an MP in the Italian Parliament for 18 years (1994–2012), holding the positions of Minister of Culture (1998–2001) and Minister of Youth and Sport (2006–2008). She was the president of MAXXI, the National Museum of the 21st Century Arts of Rome, until November 1st 2022. Currently chairwoman of the Human Foundation.",https://en.wikipedia.org/wiki/Giovanna_Melandri
Mansour bin Zayed Al Nahyan,"Sheikh Mansour bin Zayed bin Sultan Al Nahyan (Arabic: منصور بن زايد بن سلطان آل نهيان; born 20 November 1970), often referred to as Sheikh Mansour, is an Emirati royal and politician who is the current vice president and deputy prime minister of the United Arab Emirates, as well as the minister of presidential court and member of the ruling family of Abu Dhabi. He is the brother of the current president of the UAE, Sheikh Mohamed bin Zayed Al Nahyan, and is married to Sheikha Manal bint Mohammed Al Maktoum, daughter of Sheikh Mohammed bin Rashid Al Maktoum, the ruler of Dubai. A billionaire, through City Football Group he holds stakes in a variety of football clubs, including Manchester City FC.
Mansour is involved in various state-owned businesses in the UAE. He is chairman of the two UAE sovereign wealth funds (Emirates Investment Authority, Mubadala Investment Company) and a board member of a third (Abu Dhabi Investment Authority). He is chairman of the Central Bank of the United Arab Emirates, and the Abu Dhabi National Oil Company (ADNOC). 
Mansour is the owner of the Abu Dhabi United Group (ADUG), an investment company for the Abu Dhabi royal family, that acquired Manchester City in September 2008. The football club, which is operated by Khaldoon Al Mubarak and the CFG, has overseen a significant transformation since the takeover, having won seven top-flight league titles, including its first in 44 years and first Premier League title in 2012 and the Champions League title in 2023. Mansour owns multiple other sports clubs, including New York City FC in Major League Soccer. Human rights groups and other critics have characterized Sheikh Mansour's sports investments as sportswashing to improve the image of the UAE amid its controversial human rights record.",https://en.wikipedia.org/wiki/Mansour_bin_Zayed_Al_Nahyan
Geoffrey de Havilland,"Captain Sir Geoffrey de Havilland,  (27 July 1882 – 21 May 1965) was an English aviation pioneer and aerospace engineer.  The aircraft company he founded produced the Mosquito, which has been considered the most versatile warplane ever built, and his Comet was the first jet airliner to go into production.",https://en.wikipedia.org/wiki/Geoffrey_de_Havilland
Charles Alfred Payton,"Sir Charles Alfred Payton MVO (12 November 1843 – 11 March 1926) was a British adventurer, fisherman, diplomat and writer.",https://en.wikipedia.org/wiki/Charles_Alfred_Payton
José Ramón Guizado,José Ramón Guizado Valdés (13 August 1899 – 2 November 1964) was the 17th President of Panama. He belonged to the National Patriotic Coalition (CNP).,https://en.wikipedia.org/wiki/Jos%C3%A9_Ram%C3%B3n_Guizado
José Antonio Remón Cantera,"Colonel José Antonio Remón Cantera (11 April 1908 – 2 January 1955) was the 29th President of Panama, holding office from 1 October 1952 until his death on January 2, 1955. He was Panama's first military strongman and ruled the country behind the scenes in the late 1940s. He belonged to the National Patriotic Coalition (CNP), and was its candidate for president in May 1952.
He joined the National Police in 1931, becoming its chief in 1947. In this position, he was responsible for the coup against acting president Daniel Chanis Pinzón.Beginning in 1953, his administration began to negotiate amendments to the Panama Canal treaty with the U.S. administration of President Dwight D. Eisenhower. These negotiations led to an agreement, ratified in 1955, that substantially raised the annual annuity paid to Panama (from $430,000 to $1.9 million) and resulted in the handover of approximately $20 million in property from the Panama Canal Company to Panama.General José Remón was the strong man behind the scenes during the 1940s. He engineered several coups that ousted Dr. Arnulfo Arias and two other presidents from power. ""Neither millions nor alms – we want justice"" was Remón's most memorable statement of principles. In 1952 Remón went on to be ""elected"" President of Panama in a very questionable election replete with many clear examples of fraud and police interference in Remon's favor.He was Panama's first military strong man, deposing and appointing presidents as he desired. After eschewing political positions, he turned around and ran for president in 1952. The opposition was bullied and persecuted during the campaign and on election day. He was declared the winner in May 1952.
On 2 January 1955, Remón was ambushed at a race track and fired upon by three assailants armed with sub-machine guns. The incident took place at 7:30 pm; Remón died in hospital two hours later. Two other men were killed in the attack, including one of Remón's bodyguards.",https://en.wikipedia.org/wiki/Jos%C3%A9_Antonio_Rem%C3%B3n_Cantera
Roman Odzierzyński,"Roman Władysław Odzierzyński (28 February 1892, Lviv – 9 July 1975, London) was a Polish politician. He was the 35th Prime Minister of Poland, and 5th prime minister in the Polish Government in Exile from 1950 until 1953.Following the Invasion of Poland, he fled with the army through Romania to France. He served as an artillery commander with the Polish Army in the East and the Polish II Corps, rising to the rank of brigadier general.

",https://en.wikipedia.org/wiki/Roman_Odzierzy%C5%84ski
Philip Ball,"Philip Ball (born 1962) is a British science writer. For over twenty years he was an editor of the journal Nature, for which he continues to write regularly. 
He is a regular contributor to Prospect magazine and a columnist for Chemistry World and Nature Materials. He is the author of many books on science and its interactions with the wider culture, as well as a novel. 
He has contributed to publications ranging from New Scientist to the New York Times, The Guardian, the Financial Times, and New Statesman. 
He has broadcast on many occasions on radio and TV, and is a co-presenter with Naomi Alderman of the history of science series Science Stories on BBC Radio 4.",https://en.wikipedia.org/wiki/Philip_Ball
Kassa Haile Darge,"Ras Kassa Hailu  KS, GCVO, GBE, (Amharic: ካሣ ኀይሉ ዳርጌ; 7 August 1881 – 16 November 1956) was a Shewan Amhara nobleman, the son of Dejazmach Haile Wolde Kiros of Lasta, the ruling heir of Lasta's throne and younger brother of Emperor Tekle Giyorgis II, and Tisseme Darge, the daughter of Ras Darge Sahle Selassie, brother of Menelik II's father.
John Spencer, who advised Ras Kassa during the writing of the 1955 Constitution of Ethiopia, described him as ""surely the most conservative of all the rases in constant attendance at the court."" Spencer continued his description of the aristocrat by noting that he rarely saw the Ras ""in other than Ethiopian national dress. Large, bearded and silent, this imposing dignitary wore a black cloak with gold clasps worked into the form of lion heads. In working sessions, he used to take out with considerable pride a pair of folding half-lens spectacles with gold frames and bows.""",https://en.wikipedia.org/wiki/Kassa_Haile_Darge
Leslie Bricusse,"Leslie Bricusse OBE (; 29 January 1931 – 19 October 2021) was a British composer, lyricist, and playwright who worked on theatre musicals and wrote theme music for films. He was best known for writing the music and lyrics for the films Doctor Dolittle; Goodbye, Mr. Chips; Scrooge; Willy Wonka & the Chocolate Factory; Tom and Jerry: The Movie; the titular James Bond film songs ""Goldfinger"" and ""You Only Live Twice""; ""Can You Read My Mind? (Love Theme from Superman)"" (with John Williams) from Superman; and ""Le Jazz Hot!"" (with Henry Mancini) from Victor/Victoria.",https://en.wikipedia.org/wiki/Leslie_Bricusse
N. R. Narayana Murthy,"Nagavara Ramarao Narayana Murthy (; born 20 August 1946) is an Indian billionaire businessman. He is one of the seven co-founders of Infosys, and has previously served as the chairman, chief executive officer (CEO), president, and chief mentor of the company before retiring and taking the title chairman emeritus. As of April 2023, his net worth was estimated to be $4.1 billion, making him the 711th richest person in the world according to Forbes.Murthy was born and raised in Shidlaghatta, Karnataka. Murthy first worked at the Indian Institute of Management Ahmedabad, as chief systems programmer, and Patni Computer Systems in Pune, Maharashtra. Following he founded Infosys in 1981 and was the CEO from 1981 to 2002, as well as the chairman from 2002 to 2011. In 2011, he stepped down from the board and became the chairman emeritus. In June 2013, Murthy was appointed as the executive chairman for a period of five years.Murthy has been listed among the 12 greatest entrepreneurs of our time by Fortune magazine. He has been described as the ""father of the Indian IT sector"" by Time magazine and CNBC for his contribution to outsourcing in India. In 2005, he co-chaired the World Economic Forum in Davos, Switzerland. Murthy has been honoured with the Padma Vibhushan and Padma Shri awards.",https://en.wikipedia.org/wiki/N._R._Narayana_Murthy
William Ibgrave,"William Ibgrave (died 1557) was an embroiderer working for the English royal court.

",https://en.wikipedia.org/wiki/William_Ibgrave
Hugh Southern Stephenson,"Sir Hugh Southern Stephenson ( (1906-November-29) (1972-September-23)November 29, 1906 – September 23, 1972) was a British diplomat. He was the only son of Sir Hugh Stephenson. He was born in Ranchi, India on November 29, 1906. In May 1936, his marriage to Patricia Mills was announced for that July in the Times. Starting in December 1969, he was the appointed director of the St. John Ambulance Association; also, in 1970, he was honored as  a knight of The Most Venerable Order of the Hospital of St. John of Jerusalem. He died in London, United Kingdom on September 23, 1972.

",https://en.wikipedia.org/wiki/Hugh_Southern_Stephenson
John McCallum,"John McCallum  (born 9 April 1950) is a Canadian politician, economist, diplomat and former university professor. A former Liberal Member of Parliament (MP), McCallum was the Canadian Ambassador to China from 2017 to 2019. He was asked for his resignation by Prime Minister Trudeau in 2019. As an MP, he represented the electoral district of Markham—Thornhill, and had previously represented Markham—Unionville and Markham. He is a member of the Queen's Privy Council for Canada.
A veteran federal politician who began his political career in 2000, McCallum has served in the governments of Liberal prime ministers Jean Chrétien, Paul Martin, and Justin Trudeau. McCallum has previously been Secretary of State (International Financial Institutions), Minister of National Defence, Minister of Veterans Affairs, and Minister of Immigration, Refugees and Citizenship.",https://en.wikipedia.org/wiki/John_McCallum
Eduardo Gomes,"Air Marshal Eduardo Gomes (20 September 1896 – 13 June 1981) was a Brazilian politician and military figure. He was born in Petrópolis, Rio de Janeiro State, Brazil.
Gomes joined the army when he started his course at the Military School of Realengo. He finished this course in 1918 and, in December of the same year, he was transferred to Curitiba. In 1921 he started his course at the Military Aviation School in Rio de Janeiro. In the same year, the presidential campaign divided the oligarchies. Some military officers planned a coup to stop the candidate of the party in power, Artur Bernardes, if he was elected. However, the imprisonment of ex-president Hermes da Fonseca and the closing of the Military Club precipitated the start of a rebellion on July 5, 1922. The rebels gave up quickly and only 28 resisted inside the Fort Copacabana. Gomes proposed that the rebels leave the fortress and face the government troops. They left, armed, and the diehard rebel group is still known as the 18 of the Copacabana Fortress.
Gomes was arrested but in 1923 he left prison. At the end of 1924, Gomes tried to join another rebellion in the south of Brazil led by Luís Carlos Prestes.  He was arrested in Santa Catarina and transferred to Rio de Janeiro.  He was transferred from one prison to another, until he was sent to Trindade Island.
When Washington Luís became President of Brazil in 1926, all the prisoners from Trindade Island were released.  The next June, Gomes was nearly arrested again, but he escaped to Campos, in Rio de Janeiro. Two years later, he handed himself in to the authorities and was imprisoned for two years.
In 1930, Gomes was freed, and once again was involved in revolutionary activities—this time with the intent of preventing president-elect Júlio Prestes from taking office. With the victory of the rebels, the ouster of president Washington Luís, and his replacement by Getúlio Vargas, he remained in high military command and notably led the 1st Aviation Division against a communist uprising in 1935. However, he resigned his military command following the establishment of the Estado Novo and became an opponent of Vargas.
Gomes was in the group that created the Military Air Post (Correio Aéreo Militar, CAM) in 1931.  In December 1945 Gomes was the candidate of the anti-Vargas conservative UDN for President of Brazil, but he lost the election to Eurico Gaspar Dutra. In October 1950 he ran again and lost to Getúlio Vargas.
In 1954 he was the Minister of Aeronautics in the brief administration of João Café Filho that followed the suicide of President Vargas.  He was in favor of the military takeover in 1964 that overthrew João Goulart, a vice-president who had taken office in 1961 upon the resignation of Jânio Quadros. In February 1965, still as Minister of Aeronautics, Gomes signed a controversial decree that shut down Panair do Brasil, the country's flag carrier airline. He remained as Minister of Aeronautics until the end of the government of Humberto de Alencar Castelo Branco, when he left public life (1967). Eduardo Gomes died on June 13, 1981.
Eduardo Gomes International Airport, in Manaus, Amazonas, is named after him.",https://en.wikipedia.org/wiki/Eduardo_Gomes
Jackie Collins,"Jacqueline Jill Collins  (4 October 1937 – 19 September 2015) was an English romance novelist and actress. She moved to Los Angeles in 1985 and spent most of her career there. She wrote 32 novels, all of which appeared on The New York Times bestsellers list. Her books have sold more than 500 million copies and have been translated into 40 languages. Eight of her novels have been adapted for the screen, either as films or television miniseries. She was the younger sister of Dame Joan Collins.",https://en.wikipedia.org/wiki/Jackie_Collins
Josselin de Rohan,"Josselin Charles Louis Jean Marie de Rohan-Chabot, 14th Duke of Rohan, CBE (born 5 June 1938), commonly known as Josselin de Rohan, is a French nobleman and retired politician. He is a former member of the Senate of France, where he represented the Morbihan department from 1983 to 2011. He was president of the Rally for the Republic grouping in the Senate from 1993 to 2002, and of the Union for a Popular Movement grouping in the Senate from 2002 to 2008.",https://en.wikipedia.org/wiki/Josselin_de_Rohan
FC Spandau 06,FC Spandau 06 is a German football club based in the Spandau district of Berlin. The club was formed out of the 2003 merger of the traditional side Spandauer Ballclub 1906 and newcomer 1. FC Spandau which was established in 1997.,https://en.wikipedia.org/wiki/FC_Spandau_06
Sandy Woodward,"Admiral Sir John Forster ""Sandy"" Woodward,  (1 May 1932 – 4 August 2013) was a senior Royal Navy officer who commanded the Task Force of the Falklands War.",https://en.wikipedia.org/wiki/Sandy_Woodward
Julian Anderson,Julian Anderson  (born 6 April 1967) is a British composer and teacher of composition.,https://en.wikipedia.org/wiki/Julian_Anderson
Ramanbhai Neelkanth,"Ramanbhai Mahipatram Nilkanth (Gujarati: રમણભાઈ મહીપતરામ નીલકંઠ) (13 March 1868 – 6 March 1928) was a Gujarati novelist, essayist, literary critic from India. The Ramanlal Nilkanth Hasya Paritoshik is named after him.",https://en.wikipedia.org/wiki/Ramanbhai_Neelkanth
Christine Jordis,"Christine Jordis real name Marie-Christine Morel de Foucaucourt (born 4 January 1942 in Algiers) is a French writer, journalist and editor, a specialist in English literature.",https://en.wikipedia.org/wiki/Christine_Jordis
